folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
"Bebe Rexha, David Guetta-One in a Million",92.28515625,0.12160411999566412,234,2790.604478705853,0.3,0.7,0.3522619,12.371477,69.89296,-0.6467023,19.57501,-4.9977503,7.2986975,-2.3718827,0.5232387,-8.575443,2.132351,15.401023381574799,20.032998168446237,18.646496869642814,40.08343635490141,-0.03866918160871174,-0.1358359474349203,0.014560409241697396,0.014407315150399691,0.012882954582684344,-0.015616181756150767,0.26759142,0.3700416,0.2531844,0.36727306,0.3389828,0.26121345,0.36056393,0.28141174,0.4079342,0.25799146,0.4161206,0.45393065
Becky G - Sin Pijama,184.5703125,0.07918300381113912,587,2000.1780768662159,0.2,0.4,0.1603132,-156.389,88.03033,0.5687346,24.449389,-0.070211664,1.8935217,2.4292128,-2.537824,1.8460854,-0.6128806,16.36287624797611,19.282642279945645,20.02144768059807,41.00902630429056,0.07162224960161229,-0.04961875674959165,0.01506141960049675,-0.00917218454909589,-0.005674334630716992,-0.008467618416074577,0.35401404,0.4207298,0.4743617,0.3264842,0.36952478,0.28805915,0.36153552,0.28743225,0.34492382,0.37986004,0.3510316,0.4425402
"Becky G, KAROL G-MAMIII",95.703125,0.10532082354870102,407,2381.9915629193592,0.1,0.4,0.14661929,-156.18704,74.6235,-5.608516,22.168648,4.152146,-4.158163,1.919368,-7.7942915,-0.7797357,0.95347714,17.274472510838088,20.243781645588783,20.39107701867777,41.15671343863689,0.12158656386819786,-0.019749313974885364,0.030509880427426184,0.015494275879335679,0.014612591954385992,0.002957878938075444,0.31625092,0.25477025,0.31951067,0.33769837,0.39731407,0.3066814,0.36751708,0.3985274,0.3090389,0.36954555,0.3073344,0.38835222
Bella Poarch-Build a Bitch,103.359375,0.10593122695616551,263,2316.8163292032305,0.1,0.7,0.18346307,-111.07769,90.22485,-9.520659,11.897769,0.70339805,3.8774784,2.1644204,-3.7975035,6.322767,-1.9530276,15.710306086672556,18.088086677366263,19.624990278490547,41.98220075786312,-0.05235028827162101,0.0859607042309993,0.015920790518440277,-0.003085560904121332,0.004014732323797055,-0.0027718704984509937,0.40621087,0.35343575,0.41210216,0.40908077,0.38637704,0.42064083,0.36528316,0.47221604,0.44551167,0.38519806,0.429792,0.3771354
"BENEE, Gus Dapperton-Supalonely feat Gus Dapperton",129.19921875,0.07907687383383265,471,2094.2504683772427,0.2,0.7,0.26374435,-92.93105,97.647156,12.096007,17.79816,2.5658934,-6.687133,-7.751254,-7.3830624,-7.8830595,0.6473184,17.658536377604744,21.056077250334166,21.24972520204137,40.54947361619358,0.11772744233973124,-0.010533890187813054,0.027464612178642697,-0.02244478694695743,0.0019769093365027625,0.015186783511334642,0.295077,0.23019779,0.3427367,0.27696264,0.3353536,0.2414091,0.36397052,0.39224443,0.31054202,0.4533988,0.32357094,0.44252124
Benson Boone-What Was,123.046875,0.08504423067850982,421,1958.4909781169329,0.1,0.1,0.06656244,-220.43117,100.97368,3.4605818,30.127874,-0.38266414,10.863965,-4.0257096,4.4750957,-1.3894141,2.9822156,17.312946165040625,21.240701980984692,22.397874893557567,43.51808243671238,0.07859967628708452,-0.1012061613343015,-0.06744584132999476,0.06935947504705381,0.01839578833014538,0.0135020995140977,0.25246686,0.3059153,0.23102976,0.34478176,0.414495,0.2808724,0.30721587,0.28377977,0.45223543,0.39083323,0.26710275,0.29369992
Beyoncé - Sorry,129.19921875,0.06862679355373076,559,2106.0190726519036,0.3,0.6,0.18817355,-156.22946,78.98116,-3.795265,18.143608,6.300952,8.518562,6.9034514,5.6139655,4.809173,12.195714,16.698467578863447,21.033304362696104,20.676357719950154,42.387222637724754,0.09236781942640354,-0.06169130591072992,-0.036485150680970024,-0.019172800989164393,0.005316301145656382,0.03392592837917363,0.32666147,0.3465125,0.39191613,0.414435,0.44230795,0.40575275,0.4433642,0.4363452,0.5455278,0.51752144,0.41002384,0.4095662
Billie Eilish - bitches broken hearts,117.45383522727273,0.039079416529121454,259,1155.815229134751,0.2,0.6,0.21081187,-224.63098,122.65896,50.123463,40.437477,16.209904,12.90053,3.050619,0.43682462,-5.041541,-5.512576,20.737364405261566,19.932747616252605,18.440783737084782,38.96583535427967,0.20170379124171728,0.13180648090266395,-0.04776666397398081,0.11182990286987872,-0.025321393829577703,0.012342573715520165,0.523729,0.30873096,0.28042766,0.22789219,0.40655276,0.32260007,0.19085658,0.20957398,0.22618264,0.42008895,0.32425097,0.42119518
Billie Eilish - Bored,80.74951171875,0.04068573190300725,234,1168.5564884187957,0.1,0.5,0.17474148,-218.68936,115.98648,21.657291,24.021826,0.84176195,5.5892963,0.3365532,-6.169916,-0.9585825,-6.6992555,18.614969787050256,21.30302734354975,20.89188772628687,38.555965698453406,0.16370228288116934,0.012706079254092376,0.15163271429137737,-0.024345570256860845,-0.017146528375157667,-0.022715362657739147,0.33421925,0.27696812,0.45746133,0.29136205,0.2463276,0.22859024,0.34066805,0.34312904,0.22163089,0.24457577,0.28290918,0.44789594
Billie Eilish - idontwannabeyouanymore,172.265625,0.05237876260852911,551,1452.0138831813822,0.3,0.6,0.22543412,-145.03683,122.63434,17.049017,26.840027,6.058536,2.9029512,-0.31839195,0.9519311,3.619876,-0.9515219,18.22958873184245,21.468666888019982,24.107576594083508,41.98089834947817,0.19103862395967583,0.02399197651987559,0.10512058746624382,0.08956464807949613,0.018714299373609387,-0.005092675956792423,0.32433957,0.24860188,0.30920133,0.2849002,0.37054256,0.27646697,0.37367418,0.36729383,0.2517443,0.31638184,0.27197686,0.39470932
Billie Eilish - lovely (with Khalid),117.45383522727273,0.05784120447079764,332,1365.8386446741172,0.2,0.3,0.14244041,-183.43585,132.68762,9.646624,20.313513,-0.5726114,-3.1873107,-1.7788321,-0.82003385,-7.842125,-2.162379,18.83051737218464,22.086395015043998,24.00440830676585,43.67361773732163,0.19125043900212402,-0.02208482133036114,0.1111540560269136,0.13484183748094844,0.030539871181872354,0.004853026543183381,0.26127502,0.20337585,0.238197,0.22015947,0.42489904,0.23896973,0.36647916,0.35735694,0.16977139,0.19934244,0.22655492,0.4016647
Billie Eilish - my boy,89.10290948275862,0.06179655407641907,251,1693.3557711699364,0.4,0.6,0.2551874,-147.23975,109.80405,8.978324,23.032078,1.2338876,6.6516128,-3.2798357,-1.8049846,-0.2133969,-0.60444695,18.464317100318496,20.781870826136906,20.27741488643843,41.9614926640103,0.07927376821148,-0.04869814385931152,0.06429633425832217,-0.070518026009846,-0.016959749630720986,-0.006159476612464765,0.35124436,0.3802988,0.42656228,0.30982542,0.31592247,0.30552226,0.40333086,0.3356973,0.27540955,0.31255737,0.3362598,0.42192337
Billie Eilish - ocean eyes,143.5546875,0.04477421431622076,459,1337.9651830611938,0.4,0.5,0.2719713,-181.4917,125.49831,32.43577,14.693235,2.1894035,-6.5879474,2.6848497,-12.477377,-1.2081774,-4.4224095,20.486401102862803,24.155214411013954,25.589022128901586,38.160488665514606,0.23452402994644947,0.08850414582932704,0.13788642508120652,0.1927151378137481,0.061438303792678464,-0.021226279124970732,0.35545582,0.24511693,0.33104295,0.29967737,0.4202946,0.296463,0.27842277,0.52083474,0.24818297,0.20538016,0.19896872,0.41734958
Billie Eilish - you should see me in a crown,151.99908088235293,0.03521728515625,448,1319.186526589302,0.2,0.7,0.30755395,-165.47083,112.30404,33.48273,36.118744,19.628422,19.192041,9.276541,9.150507,3.6759744,6.95684,16.271238969459656,18.20309442261877,17.54178084108586,40.1862272436876,-0.09293092520349708,-0.10864260947381778,0.084479444345219,0.14616805206469083,-0.0765885036582238,-0.04119641256934073,0.43009552,0.33863515,0.31898418,0.34245723,0.312135,0.32656664,0.40278903,0.502649,0.6419537,0.63358724,0.5925897,0.53554595
"Billie Eilish, Khalid-lovely with Khalid",117.45383522727273,0.05784120447079764,332,1365.8386446741172,0.2,0.3,0.14244041,-183.43585,132.68762,9.646624,20.313513,-0.5726114,-3.1873107,-1.7788321,-0.82003385,-7.842125,-2.162379,18.83051737218464,22.086395015043998,24.00440830676585,43.67361773732163,0.19125043900212402,-0.02208482133036114,0.1111540560269136,0.13484183748094844,0.030539871181872354,0.004853026543183381,0.26127502,0.20337585,0.238197,0.22015947,0.42489904,0.23896973,0.36647916,0.35735694,0.16977139,0.19934244,0.22655492,0.4016647
Billie Eilish-bad guy,135.99917763157896,0.06165725539497408,454,1555.2686087515006,0.2,0.3,0.14968447,-263.75748,105.22486,22.454294,32.53222,18.582973,13.135332,4.4863634,5.7093053,2.675136,5.078642,15.908593959354622,18.246291410423165,16.05627238746281,40.95812826471547,0.03773574293500268,0.08134504638864791,0.07462015585199958,0.008564279680157091,0.0216271384167691,-0.020450028617377422,0.45350337,0.4384754,0.47617662,0.43016237,0.37770104,0.38463792,0.4204194,0.48963133,0.48346195,0.48629037,0.48503605,0.4346501
Billie Eilish-everything i wanted,60.09265988372093,0.02568070087375898,231,701.192712413265,0.0,0.6,0.21606266,-253.66278,131.79256,36.87533,28.176285,7.489158,11.083398,6.341974,2.7851927,6.0134306,1.7546743,16.900253169807787,19.439901156731434,22.663688469158433,39.74077773175433,0.07236855583497849,-0.05686734049644649,-0.032243834589827165,0.009935258809377543,-0.0005895848697855746,-0.02079392552609545,0.31216446,0.3894465,0.37865767,0.3244177,0.3515033,0.3029862,0.29860973,0.2829554,0.40511525,0.4302304,0.31614137,0.34120438
Billie Eilish-Happier Than Ever,161.4990234375,0.05156456447729449,756,1320.3428897224671,0.1,0.5,0.21361227,-173.19685,116.160286,9.927781,28.168589,7.211826,6.4470243,1.3996813,-5.135416,-3.371078,-3.7486227,18.094635702931278,20.44207327625466,18.43193611489749,41.99565874802081,0.14857557877133934,0.055239906298169904,0.023364855150060208,0.1441324557917992,0.0033639087462567457,0.0013954202309858674,0.39823234,0.27596623,0.3052174,0.31624916,0.4096254,0.3113209,0.21951792,0.27614683,0.25387415,0.25091222,0.22927459,0.35499525
Billie Eilish-Lost Cause,75.99954044117646,0.042549748549537886,256,1191.4700271248907,0.3,0.6,0.21808857,-204.32373,111.4301,11.762745,24.551926,-1.7066166,10.9254675,2.6227899,-3.1643605,5.3249283,5.8082757,17.505430352530173,18.9181112855164,19.80825296557577,39.20345791821593,-0.09653168685851901,0.025026036594484578,-0.04659852466541082,-0.04629630773797786,-0.006948503225059036,-0.0014429908785337049,0.31538552,0.28755847,0.2445025,0.33020332,0.3683778,0.41314512,0.2958774,0.24865128,0.27163833,0.31875852,0.37505734,0.30509776
Billie Eilish-Therefore I Am,95.703125,0.05696500817897639,405,1602.494612718104,0.0,0.7,0.14779435,-213.38576,97.33612,13.14018,18.435242,7.5362434,8.585167,4.7530303,2.169693,5.001472,3.1036985,13.566294677302254,15.62539929556357,16.287822091219684,38.52150968438059,0.02052580146875167,0.008739822657464489,-0.026752507471187008,-0.023166752668403914,0.005836107375607015,-0.005493227697274866,0.39167774,0.42108285,0.42511106,0.42586014,0.433361,0.46247754,0.44010326,0.45641226,0.46017903,0.49696082,0.4519275,0.40252215
Billie Eilish-What Was I Made For,112.34714673913044,0.0509923629183783,428,1479.581122062133,0.1,0.4,0.10023341,-255.6021,104.35975,25.34225,21.879612,12.127475,6.2763844,5.7112074,-8.521603,1.3774042,3.7309031,18.649760270630452,21.447718599753085,19.17095929146452,37.6410122074375,0.12287053369704079,0.14931492322751372,-0.056034278162894136,0.17052987456361623,0.0043164991654734775,-0.0454127350791876,0.27043006,0.13573872,0.15739962,0.22653005,0.4773135,0.41666943,0.25384986,0.30708155,0.19367895,0.1784824,0.15235256,0.24373567
Billie Eilish-Your Power,129.19921875,0.03439127028431199,509,1018.3574948329878,0.2,0.5,0.16322957,-235.04625,118.96655,20.258812,34.3212,13.300199,12.646568,8.839945,-3.34689,1.8247732,-1.379485,19.136973957103045,22.150317554345254,21.150739792716656,41.430322250527205,0.11326210758960362,0.06842816457822315,-0.06978108177073472,0.11742072309719485,-0.009220875285396205,-0.013844078301170855,0.40631223,0.26171404,0.26356366,0.25675166,0.39682502,0.32969293,0.24281055,0.28400478,0.25533456,0.28953272,0.27625126,0.3688224
"Bizarrap, Quevedo-Quevedo Bzrp Music Sessions Vol 52",129.19921875,0.0679139566492087,425,1917.2459132094277,0.3,0.6,0.32072186,-51.03884,106.422516,-15.143386,23.950632,11.233913,11.927312,1.045026,9.258956,1.6068212,-0.2635725,15.997803191261488,18.81309698866335,18.863114459478023,44.36657263381375,0.12563000981023278,-0.045122736403405056,-0.03102732626623711,-0.03792061555405782,-0.009380969981375779,0.0018186215251908152,0.41005862,0.5159303,0.50451434,0.42197105,0.4809725,0.37373734,0.42397875,0.38629287,0.41217664,0.5019278,0.44731978,0.4979815
"Black Eyed Peas, J Balvin-RITMO Bad Boys For Life",103.359375,0.08302883723088345,379,2277.8504194072134,0.3,0.6,0.24871144,-86.037,80.148186,4.286882,18.998772,6.215927,14.998739,1.3679861,3.7929738,-7.0836244,6.3964686,16.49682961444957,20.82647090218233,19.77533327361559,40.91405380426938,-0.0293520579987292,0.07068951225409431,0.01706341457715589,0.02808957506166366,0.017325343185609306,0.00507620501323763,0.4586278,0.3786612,0.4133986,0.39213037,0.32093066,0.36724582,0.3816016,0.5121946,0.43030953,0.41695935,0.4145516,0.39709294
"Black Eyed Peas, Shakira-GIRL LIKE ME",123.046875,0.04764408910632584,472,1616.0695142650964,0.2,0.6,0.2515715,-152.96683,102.31046,-0.4934963,18.521973,15.326639,14.168319,5.1975164,12.19529,6.413144,8.81189,16.832891289177116,19.693798345959706,18.952957841077335,43.402685775609015,0.07497233282031873,0.029317539385927748,-0.001164974080651108,0.002304439403577807,0.012415401442107015,0.010011933239415911,0.41568854,0.43674368,0.4710571,0.508565,0.57069784,0.5027746,0.4981726,0.53123534,0.49290156,0.549267,0.47823668,0.45530328
Britney Spears - Slumber Party (feat. Tinashe),135.99917763157896,0.07286396755822502,542,1923.6666422744033,0.1,0.4,0.15811595,-132.4567,106.88217,15.730632,15.36908,0.27443475,7.8786077,0.84020424,2.0659008,-2.194395,2.7642524,15.22303677740316,18.14023115971256,19.285841649634662,39.644570918607016,0.10976933289915591,0.04417694073752787,0.012748588967235448,0.011956823436265387,0.006214528960602161,-0.013923685642837814,0.45017415,0.38868958,0.52727735,0.41060165,0.45417085,0.35764545,0.2920624,0.37909648,0.3292692,0.39526415,0.35324544,0.41499713
Brown Eyed Girls - Sign (Korean Version),135.99917763157896,0.0925384587622619,443,2501.818962277806,0.3,0.5,0.27917188,-34.208282,83.955124,3.435839,19.024544,13.2274065,3.903848,3.8878875,5.021257,2.786975,8.001567,15.942600332034539,18.920199774511428,21.00970725253287,40.25983061269049,-0.03380889786835628,-0.08246874092694219,-0.05007106185408132,0.038883097673556716,0.004412521081203364,0.005085541473653688,0.40548024,0.47653353,0.3510583,0.38271427,0.38392705,0.28907612,0.3577576,0.36916244,0.5230676,0.47222388,0.42529494,0.47812182
Bruno Mars - 24K Magic,107.666015625,0.1212381592421915,398,2608.3058108863115,0.3,0.5,0.24980031,-42.98225,73.066376,-4.0550685,19.682493,-0.22411345,13.0057,-0.95367485,6.3551674,0.36617735,7.191001,14.403029485137486,18.22771246214874,19.65764819372682,41.42727948976928,-0.06478405322621791,0.05669787431047676,-0.04685360121671155,0.016318421601448953,-0.0045408781062240755,-0.007105947227787235,0.43291354,0.36642346,0.37512872,0.44800743,0.41150743,0.4752598,0.4027699,0.4658651,0.4196543,0.35998824,0.46613458,0.38874474
Bruno Mars - That's What I Like,135.99917763157896,0.10854754045190508,453,2506.910706982482,0.2,0.5,0.23455566,-80.89342,68.984566,0.9343919,19.749298,3.5311565,13.167801,-3.9710312,6.8116527,0.51027745,6.46448,15.950894621658778,19.689136582230564,20.806801727152216,40.7120100815763,-0.11812696824022836,0.034842750469959716,-0.023273150858193193,-0.0028145224421167797,-0.011731385941852397,-0.00048173418225329865,0.3848923,0.37894148,0.34432766,0.4383415,0.42671236,0.4966878,0.3947112,0.39086735,0.47668317,0.41314012,0.44871014,0.35540795
"Bruno Mars, Anderson .Paak, Silk Sonic-Leave The Door Open",151.99908088235293,0.09952745474168147,591,2170.279615929947,0.1,0.2,0.07636229,-171.65785,94.70557,-11.247392,17.853615,-3.532526,5.9795036,-2.8353546,4.273622,0.36249423,5.752801,15.82206521118441,19.37626682623588,20.984645953074356,43.028521914275636,0.01367870700023956,0.05551329814564878,-0.04236848276491167,0.04800121548399917,-0.005891618117525377,-0.008929668122100628,0.3682528,0.27410927,0.30287573,0.30623654,0.35063466,0.3574141,0.30585825,0.38165408,0.36238676,0.33823258,0.32005242,0.33752063
"Bruno Mars, Anderson .Paak, Silk Sonic-Skate",112.34714673913044,0.09045456167904055,372,2199.43387027322,0.2,0.4,0.17785266,-78.3027,93.20549,0.26554793,33.55782,0.26291278,5.985024,1.1666288,7.4220147,-1.4465252,5.297607,15.190467674255467,18.93059742740255,20.571592762238783,43.10738552355892,0.07267558333878439,0.08793380601784885,-0.019919051953577065,0.019652175670675814,0.022071889049313873,0.008521569620228582,0.46887857,0.37656024,0.42615783,0.34827113,0.4111103,0.43869776,0.34211454,0.4366098,0.38344336,0.4862763,0.38556904,0.3263948
Bryson Tiller - Don't,95.703125,0.060528702145493295,319,1792.7682538251743,0.1,0.6,0.13442147,-206.24516,102.59067,41.318466,34.05147,21.840038,-1.1986351,-7.897047,2.1317017,-13.745205,9.219774,14.789735734075858,20.20911838758507,20.81116891080127,41.07287918472882,0.128172006230473,-0.13450059927127767,0.032588617757929234,-0.006710099218974221,0.026033377655987136,-0.002426686619801953,0.3174706,0.31821278,0.3670271,0.3684105,0.5062736,0.4431705,0.5545383,0.45088643,0.33132386,0.36508846,0.38482696,0.4724436
Bryson Tiller - Exchange,161.4990234375,0.09423983500294637,494,2299.09031944018,0.1,0.6,0.15997644,-169.00322,90.83556,21.518745,19.10526,18.726372,-10.999738,8.0103855,7.601666,-7.24486,12.982069,17.59275534608366,21.461897093350146,24.943221714486626,43.491854128281716,-0.03902582760470606,-0.19221186559998332,-0.1370810446767362,0.03841341116603378,0.02283756451348512,0.010581863347197289,0.3463528,0.40545797,0.33358297,0.35498506,0.38104585,0.33032593,0.37982824,0.42211586,0.5732206,0.43551967,0.31607553,0.36071554
BTS-Butter,112.34714673913044,0.08927230030642704,307,2314.05142817965,0.3,0.6,0.26719168,-86.4816,65.685326,6.8315773,22.432568,6.108357,11.515139,1.8934829,9.546763,2.7659674,8.547003,14.139461982512092,17.852822531653516,19.14507671397481,37.58685249217927,-0.06235960811452572,0.0023648712199619785,-0.05947222231525785,0.04522115492134662,-0.006589868538594474,0.005481698987991028,0.45931992,0.3866952,0.37687185,0.4391433,0.37788728,0.41066656,0.34972793,0.39347136,0.46746624,0.40084952,0.42947608,0.38103306
BTS-Dynamite,112.34714673913044,0.10041172889610389,409,2528.2446175752016,0.3,0.5,0.2756156,-60.00689,74.173965,4.233234,24.300304,13.874203,9.031193,3.3284914,9.3304825,-0.45817095,6.495892,14.966277195154435,18.719209389981675,19.91944359113062,40.56434059726771,0.008669109452951369,-0.07952942951668801,0.014064292125936033,0.026906149162681067,0.01446498563168735,-0.00324634816100845,0.40840703,0.45158315,0.3624248,0.42111763,0.57216686,0.43647763,0.45993954,0.38684133,0.4239687,0.36086378,0.3863373,0.5105485
